route,date,day_of_week,days_prior,competitor_price,price,bookings,capacity,is_weekend
JFK-SFO,2026-03-12,3,25,308.52,327.66,139,200,0
DXB-LHR,2026-04-12,6,56,866.17,704.58,200,200,1
JFK-SFO,2026-05-04,0,78,320.99,274.67,199,200,0
JFK-SFO,2026-05-10,6,84,362.41,302.99,200,200,1
DXB-LHR,2026-04-08,2,52,773.6,633.29,200,200,0
DXB-LHR,2026-02-17,1,2,1234.06,993.87,200,200,0
JFK-SFO,2026-04-10,4,54,330.84,270.91,200,200,0
JFK-SFO,2026-03-07,5,20,365.25,428.38,118,200,1
JFK-SFO,2026-03-10,1,23,338.53,267.58,200,200,0
SFO-JFK,2026-03-20,4,33,319.57,292.7,173,200,0
LHR-JFK,2026-04-07,1,51,500.55,597.83,112,200,0
JFK-SFO,2026-05-12,1,86,333.76,271.4,200,200,0
DXB-LHR,2026-04-20,0,64,696.83,717.83,129,200,0
JFK-LHR,2026-03-18,2,31,532.77,563.33,138,200,0
SFO-JFK,2026-02-17,1,2,522.81,522.8,160,200,0
LHR-JFK,2026-04-15,2,59,562.1,484.25,182,200,0
LHR-DXB,2026-03-02,0,15,747.03,669.87,178,200,0
LHR-JFK,2026-03-24,1,37,485.53,551.37,127,200,0
LHR-JFK,2026-03-13,4,26,506.24,466.05,190,200,0
JFK-LHR,2026-04-04,5,48,616.1,583.5,162,200,1
JFK-SFO,2026-04-03,4,47,286.44,365.32,91,200,0
SFO-JFK,2026-04-15,2,59,328.06,298.49,189,200,0
LHR-JFK,2026-04-13,0,57,550.77,425.65,200,200,0
LHR-JFK,2026-04-08,2,52,473.11,609.31,82,200,0
JFK-LHR,2026-02-20,4,5,720.56,798.55,126,200,0
LHR-DXB,2026-02-21,5,6,1170.65,1286.65,134,200,1
JFK-LHR,2026-04-22,2,66,471.15,443.12,155,200,0
JFK-LHR,2026-03-07,5,20,605.72,561.23,178,200,1
LHR-DXB,2026-04-26,6,70,894.56,1017.52,106,200,1
DXB-LHR,2026-03-07,5,20,896.01,1019.41,111,200,1
LHR-JFK,2026-02-19,3,4,747.28,573.1,200,200,0
DXB-LHR,2026-02-21,5,6,1046.78,1149.21,121,200,1
DXB-LHR,2026-02-18,2,3,1105.36,1053.47,179,200,0
SFO-JFK,2026-05-06,2,80,334.49,324.4,155,200,0
LHR-DXB,2026-04-03,4,47,735.23,831.29,117,200,0
LHR-DXB,2026-03-12,3,25,738.47,711.71,151,200,0
JFK-SFO,2026-03-19,3,32,308.51,340.6,124,200,0
LHR-JFK,2026-04-15,2,59,509.77,544.89,131,200,0
DXB-LHR,2026-04-03,4,47,733.97,841.92,122,200,0
LHR-DXB,2026-04-07,1,51,685.71,769.68,124,200,0
JFK-LHR,2026-02-27,4,12,585.58,618.08,122,200,0
DXB-LHR,2026-03-16,0,29,693.67,712.65,148,200,0
SFO-JFK,2026-04-01,2,45,332.92,280.3,200,200,0
DXB-LHR,2026-02-18,2,3,1071.54,875.18,200,200,0
SFO-JFK,2026-05-16,5,90,343.63,373.42,117,200,1
SFO-JFK,2026-04-07,1,51,329.29,314.55,168,200,0
JFK-LHR,2026-04-11,5,55,597.55,500.69,200,200,1
JFK-LHR,2026-03-15,6,28,663.05,534.3,200,200,1
JFK-LHR,2026-02-24,1,9,570.55,593.54,134,200,0
SFO-JFK,2026-04-12,6,56,367.09,363.0,168,200,1
LHR-DXB,2026-04-11,5,55,784.06,1017.5,94,200,1
JFK-SFO,2026-03-07,5,20,396.76,384.54,146,200,1
SFO-JFK,2026-04-02,3,46,284.93,301.76,137,200,0
JFK-LHR,2026-04-18,5,62,614.9,576.38,170,200,1
JFK-LHR,2026-05-07,3,81,545.53,573.58,131,200,0
DXB-LHR,2026-04-01,2,45,675.92,631.03,181,200,0
LHR-JFK,2026-02-19,3,4,718.68,766.34,142,200,0
LHR-DXB,2026-04-28,1,72,717.62,793.36,127,200,0
LHR-DXB,2026-04-25,5,69,789.28,775.91,157,200,1
LHR-DXB,2026-03-24,1,37,794.28,697.46,187,200,0
LHR-JFK,2026-03-05,3,18,598.81,596.04,146,200,0
SFO-JFK,2026-03-25,2,38,314.33,307.87,153,200,0
JFK-SFO,2026-05-08,4,82,297.94,307.85,144,200,0
LHR-JFK,2026-03-25,2,38,484.77,436.59,181,200,0
JFK-SFO,2026-04-07,1,51,339.96,324.54,173,200,0
LHR-DXB,2026-05-03,6,77,839.27,711.12,200,200,1
LHR-DXB,2026-05-05,1,79,784.22,860.41,134,200,0
LHR-JFK,2026-04-22,2,66,465.92,582.18,89,200,0
JFK-LHR,2026-02-25,2,10,589.04,552.59,179,200,0
JFK-LHR,2026-04-08,2,52,487.5,458.94,181,200,0
JFK-SFO,2026-03-25,2,38,319.95,365.17,114,200,0
DXB-LHR,2026-02-25,2,10,871.51,795.95,186,200,0
JFK-LHR,2026-04-23,3,67,480.89,480.86,154,200,0
JFK-LHR,2026-03-27,4,40,545.68,594.13,135,200,0
LHR-JFK,2026-05-11,0,85,548.41,419.81,200,200,0
LHR-JFK,2026-03-28,5,41,634.86,740.62,108,200,1
LHR-DXB,2026-02-23,0,8,811.53,1011.71,87,200,0
SFO-JFK,2026-03-22,6,35,350.79,355.82,148,200,1
SFO-JFK,2026-05-02,5,76,349.67,304.29,189,200,1
DXB-LHR,2026-03-31,1,44,693.5,746.64,127,200,0
SFO-JFK,2026-03-11,2,24,315.54,341.88,128,200,0
LHR-JFK,2026-03-10,1,23,558.81,495.79,172,200,0
JFK-SFO,2026-04-29,2,73,286.66,308.67,139,200,0
JFK-SFO,2026-03-13,4,26,341.0,338.57,165,200,0
JFK-SFO,2026-05-11,0,85,324.1,259.83,200,200,0
JFK-SFO,2026-02-21,5,6,448.48,486.07,130,200,1
DXB-LHR,2026-05-07,3,81,659.04,747.11,114,200,0
LHR-DXB,2026-02-25,2,10,827.87,758.15,183,200,0
LHR-JFK,2026-04-17,4,61,546.81,556.36,153,200,0
JFK-LHR,2026-02-24,1,9,657.77,531.84,200,200,0
SFO-JFK,2026-04-27,0,71,286.5,346.3,101,200,0
JFK-SFO,2026-03-29,6,42,389.17,353.05,181,200,1
JFK-LHR,2026-04-13,0,57,525.16,587.94,109,200,0
JFK-LHR,2026-04-04,5,48,665.35,659.12,141,200,1
JFK-SFO,2026-03-16,0,29,311.27,309.46,143,200,0
DXB-LHR,2026-03-02,0,15,799.76,851.53,142,200,0
LHR-JFK,2026-02-18,2,3,810.42,740.08,164,200,0
LHR-JFK,2026-04-13,0,57,491.75,451.56,185,200,0
JFK-SFO,2026-05-13,2,87,297.92,297.45,141,200,0
LHR-DXB,2026-05-06,2,80,772.53,822.71,122,200,0
DXB-LHR,2026-03-29,6,42,838.32,704.94,200,200,1
JFK-SFO,2026-04-29,2,73,298.75,253.79,200,200,0
DXB-LHR,2026-03-21,5,34,852.11,811.96,171,200,1
LHR-DXB,2026-03-27,4,40,672.38,672.71,154,200,0
JFK-LHR,2026-02-21,5,6,718.22,621.76,200,200,1
JFK-LHR,2026-03-16,0,29,566.71,599.55,131,200,0
LHR-JFK,2026-04-20,0,64,563.37,547.89,170,200,0
DXB-LHR,2026-04-13,0,57,781.61,773.51,147,200,0
LHR-DXB,2026-05-03,6,77,804.3,990.12,104,200,1
DXB-LHR,2026-02-18,2,3,986.62,1090.19,126,200,0
LHR-JFK,2026-04-17,4,61,540.43,569.41,140,200,0
JFK-LHR,2026-02-23,0,8,559.83,632.0,110,200,0
LHR-JFK,2026-04-03,4,47,510.39,571.69,118,200,0
LHR-JFK,2026-02-23,0,8,663.67,512.15,200,200,0
SFO-JFK,2026-02-25,2,10,329.22,299.76,179,200,0
SFO-JFK,2026-04-02,3,46,340.86,331.3,168,200,0
SFO-JFK,2026-04-11,5,55,397.03,357.66,187,200,1
LHR-DXB,2026-03-23,0,36,674.0,719.74,133,200,0
LHR-JFK,2026-02-26,3,11,555.79,696.99,94,200,0
LHR-JFK,2026-03-12,3,25,502.27,514.61,151,200,0
JFK-LHR,2026-03-22,6,35,692.4,567.26,200,200,1
JFK-LHR,2026-04-12,6,56,675.86,546.2,200,200,1
JFK-SFO,2026-04-14,1,58,323.86,259.63,200,200,0
JFK-LHR,2026-03-26,3,39,519.12,541.71,143,200,0
JFK-SFO,2026-03-04,2,17,337.04,336.2,138,200,0
DXB-LHR,2026-02-20,4,5,877.45,910.8,145,200,0
DXB-LHR,2026-04-28,1,72,666.34,653.38,146,200,0
LHR-JFK,2026-04-20,0,64,532.89,473.12,197,200,0
JFK-LHR,2026-04-18,5,62,596.63,691.34,101,200,1
LHR-DXB,2026-04-03,4,47,758.49,624.85,200,200,0
DXB-LHR,2026-04-22,2,66,744.52,767.08,154,200,0
JFK-LHR,2026-03-15,6,28,595.62,680.39,105,200,1
LHR-DXB,2026-05-14,3,88,736.76,745.65,155,200,0
LHR-JFK,2026-03-14,5,27,610.07,605.28,157,200,1
SFO-JFK,2026-03-14,5,27,404.28,371.83,184,200,1
DXB-LHR,2026-03-31,1,44,779.98,686.63,197,200,0
SFO-JFK,2026-03-25,2,38,293.81,291.83,154,200,0
SFO-JFK,2026-04-01,2,45,308.09,270.02,198,200,0
LHR-JFK,2026-02-27,4,12,551.24,665.88,102,200,0
JFK-SFO,2026-03-29,6,42,381.85,440.13,114,200,1
LHR-JFK,2026-03-14,5,27,683.67,727.72,128,200,1
DXB-LHR,2026-03-05,3,18,749.26,788.53,130,200,0
LHR-DXB,2026-04-03,4,47,775.2,703.92,171,200,0
LHR-DXB,2026-04-11,5,55,926.81,947.93,151,200,1
LHR-JFK,2026-02-20,4,5,693.85,693.58,142,200,0
JFK-LHR,2026-04-01,2,45,506.07,479.74,151,200,0
DXB-LHR,2026-03-16,0,29,774.33,829.81,122,200,0
LHR-JFK,2026-04-16,3,60,492.34,468.94,151,200,0
DXB-LHR,2026-02-22,6,7,1004.24,1127.94,128,200,1
DXB-LHR,2026-03-12,3,25,707.54,874.89,91,200,0
SFO-JFK,2026-02-23,0,8,399.44,329.46,200,200,0
JFK-SFO,2026-04-24,4,68,299.25,342.46,120,200,0
DXB-LHR,2026-03-17,1,30,716.62,812.91,116,200,0
LHR-JFK,2026-03-04,2,17,518.81,588.61,111,200,0
LHR-JFK,2026-03-30,0,43,502.47,547.02,126,200,0
LHR-JFK,2026-03-25,2,38,565.62,519.1,161,200,0
JFK-LHR,2026-02-21,5,6,812.14,695.44,200,200,1
JFK-LHR,2026-02-24,1,9,559.71,702.74,100,200,0
DXB-LHR,2026-03-30,0,43,670.43,705.51,122,200,0
JFK-SFO,2026-05-03,6,77,384.7,415.65,132,200,1
JFK-SFO,2026-05-11,0,85,331.61,255.37,200,200,0
LHR-DXB,2026-02-16,0,1,1402.78,1649.12,99,200,0
LHR-DXB,2026-03-08,6,21,897.42,1086.27,99,200,1
LHR-DXB,2026-03-07,5,20,982.81,866.17,175,200,1
SFO-JFK,2026-04-08,2,52,323.72,317.78,149,200,0
LHR-DXB,2026-03-13,4,26,756.17,742.95,151,200,0
LHR-DXB,2026-04-04,5,48,953.84,946.56,145,200,1
LHR-JFK,2026-05-09,5,83,563.59,648.95,113,200,1
JFK-SFO,2026-04-09,3,53,333.95,258.82,200,200,0
LHR-JFK,2026-05-10,6,84,597.18,643.52,127,200,1
DXB-LHR,2026-04-27,0,71,777.24,604.17,200,200,0
JFK-SFO,2026-04-11,5,55,347.07,331.45,151,200,1
LHR-DXB,2026-04-25,5,69,924.6,989.2,137,200,1
JFK-LHR,2026-04-17,4,61,553.14,527.86,177,200,0
LHR-JFK,2026-04-09,3,53,541.43,446.1,200,200,0
DXB-LHR,2026-03-29,6,42,952.6,982.6,140,200,1
LHR-JFK,2026-03-12,3,25,548.54,615.97,116,200,0
JFK-LHR,2026-05-02,5,76,554.69,540.42,142,200,1
JFK-SFO,2026-03-18,2,31,314.92,345.84,128,200,0
JFK-SFO,2026-03-27,4,40,341.75,317.81,189,200,0
LHR-DXB,2026-05-12,1,86,670.05,798.3,107,200,0
LHR-JFK,2026-03-20,4,33,519.39,428.84,200,200,0
DXB-LHR,2026-04-03,4,47,656.89,843.61,96,200,0
DXB-LHR,2026-03-07,5,20,992.91,1021.72,137,200,1
LHR-JFK,2026-05-10,6,84,673.05,699.04,148,200,1
LHR-DXB,2026-03-29,6,42,856.29,969.86,128,200,1
JFK-SFO,2026-04-06,0,50,317.3,358.94,122,200,0
JFK-LHR,2026-03-04,2,17,574.03,583.45,151,200,0
DXB-LHR,2026-04-24,4,68,689.51,642.36,169,200,0
LHR-JFK,2026-03-25,2,38,515.61,503.0,159,200,0
JFK-SFO,2026-04-27,0,71,314.58,263.31,200,200,0
LHR-JFK,2026-03-07,5,20,640.4,622.08,172,200,1
JFK-LHR,2026-03-10,1,23,581.76,637.31,137,200,0
SFO-JFK,2026-02-21,5,6,493.75,544.3,131,200,1
JFK-LHR,2026-04-26,6,70,612.19,660.96,121,200,1
DXB-LHR,2026-04-11,5,55,784.43,720.29,176,200,1
LHR-JFK,2026-03-05,3,18,603.34,555.67,177,200,0
JFK-LHR,2026-05-14,3,88,532.58,473.0,179,200,0
LHR-DXB,2026-03-05,3,18,706.38,790.71,124,200,0
LHR-DXB,2026-04-20,0,64,697.58,627.34,200,200,0
LHR-DXB,2026-04-22,2,66,739.0,617.31,200,200,0
JFK-LHR,2026-04-25,5,69,596.17,649.73,113,200,1
LHR-JFK,2026-05-16,5,90,620.12,558.26,200,200,1
LHR-DXB,2026-03-06,4,19,706.88,731.63,146,200,0
JFK-LHR,2026-03-14,5,27,656.26,533.01,200,200,1
JFK-LHR,2026-04-10,4,54,555.21,502.08,185,200,0
LHR-JFK,2026-03-02,0,15,524.38,592.97,122,200,0
JFK-SFO,2026-04-30,3,74,333.95,351.25,135,200,0
DXB-LHR,2026-03-18,2,31,786.53,637.02,200,200,0
LHR-DXB,2026-04-21,1,65,778.41,734.71,184,200,0
JFK-LHR,2026-03-25,2,38,476.84,517.1,137,200,0
LHR-JFK,2026-03-09,0,22,544.52,630.43,116,200,0
JFK-LHR,2026-02-27,4,12,559.05,522.29,186,200,0
DXB-LHR,2026-02-20,4,5,897.91,980.53,136,200,0
LHR-JFK,2026-04-17,4,61,487.54,613.62,93,200,0
DXB-LHR,2026-03-24,1,37,682.91,803.33,111,200,0
DXB-LHR,2026-03-15,6,28,909.77,817.5,192,200,1
JFK-LHR,2026-04-28,1,72,527.75,461.91,200,200,0
SFO-JFK,2026-03-09,0,22,314.67,290.8,173,200,0
LHR-DXB,2026-05-07,3,81,774.29,720.01,177,200,0
JFK-SFO,2026-05-05,1,79,310.29,319.78,143,200,0
JFK-SFO,2026-05-01,4,75,302.6,261.71,191,200,0
LHR-DXB,2026-03-21,5,34,878.26,818.99,184,200,1
JFK-SFO,2026-05-07,3,81,281.57,252.36,172,200,0
LHR-DXB,2026-03-17,1,30,770.65,870.27,114,200,0
LHR-DXB,2026-02-22,6,7,945.99,1043.63,124,200,1
SFO-JFK,2026-03-04,2,17,319.26,346.29,125,200,0
LHR-JFK,2026-03-04,2,17,523.54,449.32,200,200,0
JFK-SFO,2026-04-10,4,54,285.09,326.39,114,200,0
SFO-JFK,2026-03-16,0,29,346.2,333.89,150,200,0
LHR-DXB,2026-03-18,2,31,739.78,696.55,165,200,0
LHR-DXB,2026-05-07,3,81,786.5,722.27,168,200,0
LHR-JFK,2026-02-24,1,9,545.84,681.71,98,200,0
JFK-SFO,2026-03-09,0,22,299.63,299.19,139,200,0
LHR-JFK,2026-04-08,2,52,563.68,567.91,150,200,0
LHR-DXB,2026-04-24,4,68,683.83,712.9,144,200,0
LHR-JFK,2026-05-04,0,78,492.6,596.29,108,200,0
LHR-JFK,2026-02-27,4,12,545.81,496.58,170,200,0
DXB-LHR,2026-04-18,5,62,925.85,949.71,146,200,1
SFO-JFK,2026-02-25,2,10,377.44,299.22,200,200,0
JFK-LHR,2026-02-23,0,8,672.07,552.27,200,200,0
LHR-JFK,2026-03-31,1,44,498.42,471.69,151,200,0
LHR-JFK,2026-04-23,3,67,562.98,527.58,176,200,0
JFK-LHR,2026-03-11,2,24,497.02,545.05,114,200,0
JFK-SFO,2026-05-13,2,87,311.19,263.72,197,200,0
SFO-JFK,2026-02-27,4,12,361.56,374.03,146,200,0
JFK-SFO,2026-03-07,5,20,373.62,344.26,193,200,1
JFK-LHR,2026-02-23,0,8,603.23,588.46,166,200,0
SFO-JFK,2026-04-10,4,54,337.73,271.32,200,200,0
LHR-JFK,2026-04-11,5,55,577.55,628.28,119,200,1
SFO-JFK,2026-02-19,3,4,409.35,458.75,117,200,0
JFK-LHR,2026-03-11,2,24,503.37,602.37,108,200,0
SFO-JFK,2026-03-06,4,19,356.89,381.94,122,200,0
JFK-SFO,2026-05-04,0,78,284.03,249.58,179,200,0
JFK-LHR,2026-03-26,3,39,499.89,480.3,176,200,0
SFO-JFK,2026-03-03,1,16,338.51,324.61,173,200,0
DXB-LHR,2026-03-21,5,34,905.51,941.88,140,200,1
LHR-JFK,2026-02-23,0,8,551.17,597.95,128,200,0
LHR-JFK,2026-05-06,2,80,473.74,514.86,130,200,0
LHR-DXB,2026-05-14,3,88,656.77,631.26,169,200,0
LHR-JFK,2026-04-17,4,61,484.61,482.39,154,200,0
LHR-JFK,2026-04-03,4,47,469.49,449.81,179,200,0
JFK-SFO,2026-05-06,2,80,277.34,254.99,171,200,0
JFK-LHR,2026-05-07,3,81,474.43,588.61,95,200,0
JFK-SFO,2026-02-20,4,5,377.38,442.39,111,200,0
JFK-LHR,2026-04-28,1,72,525.56,574.91,115,200,0
LHR-DXB,2026-04-14,1,58,656.06,712.21,136,200,0
JFK-LHR,2026-04-11,5,55,669.44,576.65,194,200,1
SFO-JFK,2026-03-27,4,40,308.82,372.51,111,200,0
SFO-JFK,2026-04-20,0,64,294.85,279.09,172,200,0
LHR-DXB,2026-04-15,2,59,666.24,808.84,91,200,0
JFK-SFO,2026-04-14,1,58,283.76,261.2,173,200,0
LHR-JFK,2026-04-10,4,54,506.85,561.56,114,200,0
JFK-SFO,2026-04-17,4,61,291.24,355.61,98,200,0
LHR-JFK,2026-05-10,6,84,654.12,726.81,130,200,1
LHR-JFK,2026-04-01,2,45,530.04,435.38,200,200,0
JFK-SFO,2026-04-09,3,53,309.07,306.61,153,200,0
JFK-LHR,2026-04-15,2,59,561.78,417.77,200,200,0
JFK-SFO,2026-03-04,2,17,339.73,329.15,159,200,0
JFK-LHR,2026-05-02,5,76,605.87,690.34,120,200,1
JFK-SFO,2026-03-02,0,15,325.1,371.06,117,200,0
JFK-SFO,2026-04-21,1,65,293.81,321.1,122,200,0
LHR-DXB,2026-03-27,4,40,754.0,647.1,200,200,0
LHR-DXB,2026-04-16,3,60,692.24,668.59,167,200,0
LHR-JFK,2026-03-04,2,17,558.16,533.85,165,200,0
DXB-LHR,2026-03-08,6,21,863.8,799.82,175,200,1
JFK-SFO,2026-02-21,5,6,497.03,448.64,182,200,1
SFO-JFK,2026-04-28,1,72,309.04,356.33,106,200,0
LHR-DXB,2026-03-11,2,24,755.39,815.42,129,200,0
JFK-SFO,2026-03-13,4,26,333.15,297.85,174,200,0
JFK-LHR,2026-02-16,0,1,921.8,907.3,142,200,0
SFO-JFK,2026-02-23,0,8,335.52,436.79,83,200,0
JFK-SFO,2026-05-12,1,86,297.73,351.47,105,200,0
SFO-JFK,2026-04-18,5,62,401.83,370.23,190,200,1
DXB-LHR,2026-03-15,6,28,815.62,959.44,105,200,1
JFK-SFO,2026-04-26,6,70,359.64,322.75,200,200,1
LHR-JFK,2026-05-01,4,75,496.37,596.0,97,200,0
LHR-DXB,2026-03-28,5,41,891.7,802.59,181,200,1
SFO-JFK,2026-03-13,4,26,296.84,285.06,165,200,0
SFO-JFK,2026-04-27,0,71,314.33,266.57,198,200,0
DXB-LHR,2026-02-24,1,9,804.41,857.57,144,200,0
DXB-LHR,2026-03-11,2,24,773.0,880.99,117,200,0
LHR-DXB,2026-05-15,4,89,735.54,841.3,125,200,0
LHR-DXB,2026-04-15,2,59,791.03,810.8,135,200,0
LHR-JFK,2026-03-04,2,17,575.51,536.8,172,200,0
LHR-JFK,2026-04-03,4,47,530.75,581.05,113,200,0
JFK-SFO,2026-04-27,0,71,290.51,250.06,200,200,0
LHR-DXB,2026-02-26,3,11,816.61,867.81,142,200,0
JFK-SFO,2026-03-24,1,37,328.04,369.41,106,200,0
JFK-SFO,2026-03-05,3,18,353.5,382.43,119,200,0
LHR-DXB,2026-03-12,3,25,794.02,735.71,181,200,0
DXB-LHR,2026-05-05,1,79,711.55,599.51,200,200,0
JFK-LHR,2026-02-20,4,5,651.56,765.09,108,200,0
LHR-DXB,2026-05-13,2,87,711.89,810.51,112,200,0
DXB-LHR,2026-05-03,6,77,863.21,828.88,161,200,1
LHR-JFK,2026-05-02,5,76,565.76,688.13,96,200,1
LHR-DXB,2026-03-01,6,14,985.63,1053.56,138,200,1
LHR-JFK,2026-04-22,2,66,508.95,421.9,200,200,0
JFK-SFO,2026-03-22,6,35,382.46,326.5,200,200,1
LHR-JFK,2026-02-25,2,10,533.09,518.67,153,200,0
JFK-LHR,2026-05-06,2,80,486.98,515.52,130,200,0
DXB-LHR,2026-02-28,5,13,987.66,1149.83,104,200,1
LHR-DXB,2026-03-26,3,39,673.78,784.58,121,200,0
SFO-JFK,2026-04-11,5,55,350.66,306.05,200,200,1
DXB-LHR,2026-03-06,4,19,781.81,630.86,200,200,0
DXB-LHR,2026-05-07,3,81,764.16,850.93,115,200,0
SFO-JFK,2026-03-27,4,40,302.78,337.92,116,200,0
JFK-LHR,2026-03-06,4,19,546.42,485.36,171,200,0
JFK-SFO,2026-02-28,5,13,399.95,383.48,178,200,1
JFK-SFO,2026-04-30,3,74,302.77,253.85,200,200,0
DXB-LHR,2026-04-13,0,57,694.78,623.87,190,200,0
LHR-DXB,2026-05-02,5,76,911.9,735.15,200,200,1
LHR-JFK,2026-02-27,4,12,548.98,516.37,171,200,0
SFO-JFK,2026-03-02,0,15,334.06,363.32,139,200,0
DXB-LHR,2026-04-03,4,47,791.82,693.28,195,200,0
LHR-JFK,2026-04-16,3,60,545.06,474.38,200,200,0
SFO-JFK,2026-03-20,4,33,348.26,278.03,200,200,0
LHR-DXB,2026-04-14,1,58,668.59,618.15,188,200,0
LHR-DXB,2026-02-22,6,7,1121.88,910.55,200,200,1
LHR-JFK,2026-04-08,2,52,501.21,548.84,131,200,0
SFO-JFK,2026-05-16,5,90,335.71,357.8,130,200,1
SFO-JFK,2026-03-10,1,23,293.21,262.26,194,200,0
SFO-JFK,2026-03-06,4,19,312.24,374.29,112,200,0
JFK-LHR,2026-03-01,6,14,721.05,595.46,200,200,1
JFK-LHR,2026-04-30,3,74,498.01,575.96,114,200,0
SFO-JFK,2026-03-16,0,29,310.18,330.73,123,200,0
LHR-DXB,2026-03-22,6,35,960.96,886.86,166,200,1
JFK-LHR,2026-04-01,2,45,528.94,439.38,200,200,0
LHR-DXB,2026-04-12,6,56,917.65,898.51,147,200,1
JFK-LHR,2026-04-10,4,54,478.18,469.46,167,200,0
JFK-SFO,2026-04-23,3,67,283.08,286.79,146,200,0
JFK-LHR,2026-05-01,4,75,467.71,580.64,100,200,0
JFK-LHR,2026-02-18,2,3,754.13,787.9,132,200,0
DXB-LHR,2026-02-23,0,8,850.36,752.28,194,200,0
LHR-JFK,2026-04-11,5,55,597.23,558.84,171,200,1
SFO-JFK,2026-03-05,3,18,313.45,289.94,175,200,0
JFK-LHR,2026-03-17,1,30,518.83,458.2,195,200,0
LHR-JFK,2026-04-26,6,70,568.22,602.74,138,200,1
JFK-SFO,2026-04-06,0,50,316.22,350.02,121,200,0
JFK-LHR,2026-03-23,0,36,510.93,455.62,181,200,0
DXB-LHR,2026-04-20,0,64,720.92,761.71,134,200,0
JFK-LHR,2026-03-18,2,31,549.89,516.19,173,200,0
SFO-JFK,2026-05-02,5,76,404.71,329.67,200,200,1
LHR-JFK,2026-02-25,2,10,631.92,674.21,129,200,0
DXB-LHR,2026-03-11,2,24,713.56,715.0,137,200,0
LHR-DXB,2026-05-10,6,84,795.13,798.23,145,200,1
JFK-LHR,2026-03-12,3,25,524.11,546.67,126,200,0
SFO-JFK,2026-03-08,6,21,405.73,316.17,200,200,1
LHR-JFK,2026-04-14,1,58,505.51,553.1,122,200,0
JFK-LHR,2026-03-13,4,26,484.42,606.26,100,200,0
DXB-LHR,2026-02-19,3,4,977.45,966.76,147,200,0
DXB-LHR,2026-04-11,5,55,939.44,813.25,200,200,1
JFK-SFO,2026-04-28,1,72,337.48,324.28,160,200,0
DXB-LHR,2026-04-08,2,52,653.93,760.74,112,200,0
LHR-JFK,2026-03-31,1,44,484.69,601.22,87,200,0
JFK-LHR,2026-03-20,4,33,505.02,513.29,159,200,0
JFK-SFO,2026-03-26,3,39,341.38,309.93,176,200,0
SFO-JFK,2026-04-13,0,57,336.48,344.74,138,200,0
JFK-SFO,2026-03-05,3,18,363.46,350.38,162,200,0
LHR-JFK,2026-04-16,3,60,481.61,610.19,102,200,0
JFK-LHR,2026-04-07,1,51,492.69,477.91,173,200,0
DXB-LHR,2026-04-20,0,64,725.53,645.59,200,200,0
JFK-LHR,2026-04-01,2,45,534.1,535.82,147,200,0
SFO-JFK,2026-05-13,2,87,289.63,252.21,190,200,0
LHR-JFK,2026-03-21,5,34,600.22,525.97,190,200,1
JFK-LHR,2026-03-05,3,18,586.5,555.48,153,200,0
JFK-LHR,2026-03-28,5,41,645.46,667.09,127,200,1
JFK-LHR,2026-04-25,5,69,578.33,736.49,90,200,1
LHR-JFK,2026-03-18,2,31,537.13,598.13,133,200,0
LHR-JFK,2026-03-08,6,21,713.97,741.72,142,200,1
SFO-JFK,2026-03-04,2,17,314.79,322.2,155,200,0
LHR-DXB,2026-04-19,6,63,833.58,940.97,125,200,1
SFO-JFK,2026-04-30,3,74,334.49,346.45,134,200,0
LHR-JFK,2026-02-24,1,9,560.88,637.95,119,200,0
LHR-DXB,2026-03-12,3,25,818.63,902.23,117,200,0
JFK-SFO,2026-03-15,6,28,388.71,422.19,126,200,1
LHR-JFK,2026-04-23,3,67,549.12,461.9,200,200,0
LHR-JFK,2026-03-01,6,14,722.63,754.47,143,200,1
JFK-LHR,2026-03-18,2,31,579.69,522.79,190,200,0
LHR-DXB,2026-02-18,2,3,945.59,999.76,144,200,0
LHR-DXB,2026-05-04,0,78,684.31,666.96,159,200,0
JFK-LHR,2026-05-13,2,87,504.72,413.38,200,200,0
LHR-DXB,2026-05-13,2,87,689.02,783.79,123,200,0
JFK-LHR,2026-03-08,6,21,715.38,693.54,147,200,1
JFK-SFO,2026-02-22,6,7,435.39,465.65,121,200,1
SFO-JFK,2026-03-03,1,16,313.63,355.45,106,200,0
DXB-LHR,2026-02-28,5,13,985.43,872.15,193,200,1
JFK-SFO,2026-04-30,3,74,312.39,264.67,200,200,0
DXB-LHR,2026-05-01,4,75,653.83,661.02,158,200,0
DXB-LHR,2026-03-06,4,19,784.72,632.3,200,200,0
LHR-DXB,2026-04-14,1,58,665.67,697.17,139,200,0
LHR-JFK,2026-02-27,4,12,537.34,686.86,99,200,0
JFK-SFO,2026-03-13,4,26,335.46,378.25,119,200,0
LHR-JFK,2026-05-07,3,81,512.56,579.97,124,200,0
LHR-JFK,2026-04-26,6,70,671.93,617.13,190,200,1
DXB-LHR,2026-05-14,3,88,779.86,653.55,200,200,0
SFO-JFK,2026-04-23,3,67,315.94,266.36,194,200,0
LHR-JFK,2026-04-06,0,50,570.8,466.46,200,200,0
DXB-LHR,2026-04-18,5,62,845.27,885.51,139,200,1
LHR-JFK,2026-03-13,4,26,574.56,441.69,200,200,0
LHR-JFK,2026-04-25,5,69,648.74,694.16,136,200,1
DXB-LHR,2026-03-14,5,27,904.88,1047.17,102,200,1
